UserID,task_completion_rate,overdue_rate,rating,leave_count,Turnover
775,0.3,0.6,3.07,2,1
776,0.27,0.36,2.13,4,1
777,0.8,0.1,3.84,1,0
778,0.59,0.12,3.21,1,0
779,0.9,0.1,3.84,1,0
780,0.5,0.0,4.17,2,0
781,1.0,0.0,5.0,1,0
782,0.22,0.22,3.02,1,1
783,0.42,0.58,2.54,5,0
784,0.26,0.53,1.68,5,0
785,0.88,0.06,2.97,0,0
786,0.86,0.0,4.67,1,0
787,0.37,0.16,2.99,2,0
788,0.2,0.2,2.47,4,0
789,0.62,0.12,4.8,2,0
790,0.25,0.12,3.96,1,1
791,0.83,0.0,5.0,1,0
792,0.88,0.0,3.71,1,0
793,0.62,0.12,5.0,1,0
794,0.58,0.0,4.78,2,0
795,0.5,0.25,3.7,3,0
796,0.33,0.33,3.42,5,0
797,0.29,0.57,2.96,2,1
798,1.0,0.08,4.86,0,0
799,0.38,0.12,3.64,2,0
800,0.93,0.0,3.9,2,0
801,0.07,0.47,2.41,4,0
802,0.69,0.08,4.77,0,0
803,0.71,0.0,4.31,1,0
804,0.78,0.0,3.8,0,1
805,0.5,0.19,3.71,1,0
806,0.82,0.18,3.18,1,0
807,1.0,0.0,5.0,1,0
808,0.79,0.07,5.0,0,0
809,1.0,0.0,3.92,2,0
810,0.5,0.38,2.91,2,1
811,0.83,0.0,5.0,1,0
812,0.75,0.0,4.14,0,1
813,1.0,0.0,4.95,0,0
814,0.12,0.24,2.09,3,0
815,0.7,0.05,4.21,2,0
816,0.67,0.0,4.19,0,0
817,0.94,0.06,5.0,1,0
818,0.8,0.1,5.0,2,0
819,0.86,0.0,4.74,1,0
820,0.5,0.33,2.8,1,0
821,0.9,0.0,4.9,1,1
822,0.6,0.33,3.17,4,0
823,0.59,0.0,4.88,2,0
824,0.36,0.18,4.07,1,0
825,0.53,0.16,2.88,1,1
826,0.94,0.06,4.47,0,0
827,1.0,0.0,5.0,1,1
828,1.0,0.09,5.0,2,0
829,0.91,0.0,4.96,0,0
830,0.23,0.23,3.41,1,1
831,0.78,0.22,3.56,2,0
832,0.85,0.23,4.73,2,0
833,0.53,0.18,2.96,1,1
834,0.87,0.07,3.29,2,1
835,0.62,0.38,2.4,3,0
836,0.43,0.29,3.1,1,0
837,0.55,0.18,2.86,2,0
838,0.5,0.17,4.26,0,0
839,0.5,0.2,2.51,2,1
840,0.08,0.42,2.59,3,0
841,0.75,0.19,4.28,0,0
842,0.33,0.4,2.65,3,1
843,0.65,0.2,4.07,4,1
844,0.78,0.0,4.15,2,0
845,0.36,0.27,3.02,3,0
846,0.8,0.1,3.46,0,0
847,0.67,0.0,3.98,2,0
848,0.53,0.13,3.79,2,0
849,0.43,0.57,2.68,3,0
850,0.53,0.4,3.62,1,0
851,0.8,0.0,4.76,2,0
852,0.57,0.0,3.73,1,0
853,0.86,0.07,3.63,0,1
854,0.46,0.15,3.82,2,0
855,0.8,0.1,3.54,1,1
856,0.75,0.08,4.46,0,0
857,0.74,0.0,5.0,0,1
858,0.44,0.31,2.31,4,0
859,0.67,0.0,3.64,2,0
860,0.93,0.0,5.0,1,0
861,0.8,0.1,4.94,1,0
862,0.0,0.22,3.19,2,0
863,0.21,0.57,2.16,4,1
864,0.8,0.1,3.91,2,0
865,0.79,0.0,4.0,0,0
866,0.14,0.43,3.3,2,1
867,1.0,0.0,5.0,0,0
868,0.78,0.0,4.63,0,0
869,0.22,0.33,4.41,1,1
870,0.67,0.22,5.0,0,0
871,0.86,0.0,3.82,0,0
872,1.0,0.06,4.31,0,0
873,1.0,0.0,5.0,0,0
874,0.29,0.14,3.24,4,0
875,0.83,0.17,3.69,2,0
876,0.07,0.2,3.1,2,1
877,0.94,0.06,3.8,1,0
878,0.71,0.0,3.72,0,0
879,0.38,0.25,3.22,2,0
880,0.89,0.0,4.89,1,0
881,0.71,0.0,4.42,1,0
882,0.27,0.4,2.82,2,1
883,0.44,0.22,3.76,0,0
884,1.0,0.0,4.25,1,1
885,0.1,0.3,2.2,2,1
886,1.0,0.07,4.66,2,0
887,0.33,0.33,2.95,3,0
888,0.75,0.19,4.1,1,0
889,0.0,0.44,2.61,2,1
890,0.57,0.0,4.24,2,0
891,0.33,0.5,1.99,4,1
892,0.53,0.4,3.55,4,0
893,0.43,0.14,2.45,1,0
894,0.36,0.36,1.42,2,0
895,0.83,0.0,4.4,1,0
896,0.45,0.27,3.81,4,1
897,0.36,0.14,3.21,3,1
898,0.57,0.29,3.3,3,1
899,0.5,0.33,2.63,2,0
900,0.5,0.2,4.09,4,1
901,0.85,0.08,3.79,2,0
902,0.53,0.13,4.23,1,1
903,0.77,0.08,4.12,2,1
904,0.17,0.33,3.05,2,1
905,0.29,0.14,3.37,3,0
906,0.2,0.6,2.75,3,0
907,0.62,0.38,2.27,1,0
908,0.75,0.25,4.58,2,0
909,1.0,0.0,3.58,0,0
910,0.29,0.29,4.42,2,0
911,0.25,0.12,2.77,3,0
912,0.91,0.0,4.88,0,0
913,0.3,0.6,2.22,5,1
914,0.94,0.0,4.94,1,0
915,0.92,0.0,4.7,1,0
916,0.5,0.0,3.97,2,0
917,0.57,0.29,2.98,2,0
918,0.5,0.0,3.97,0,0
919,0.67,0.11,2.11,0,0
920,0.29,0.14,2.95,4,0
921,0.75,0.0,3.99,1,0
922,1.0,0.0,4.61,1,1
923,0.93,0.0,3.98,0,0
924,0.69,0.0,5.0,1,1
925,0.78,0.0,4.92,2,0
926,0.73,0.07,3.12,1,0
927,0.38,0.38,3.19,2,1
928,1.0,0.1,3.56,0,1
929,0.8,0.0,4.27,2,0
930,0.1,0.6,2.34,4,1
931,0.85,0.0,4.72,0,1
932,0.78,0.0,5.0,1,0
933,0.59,0.12,4.14,0,0
934,0.64,0.14,3.69,2,0
935,0.46,0.23,3.92,3,0
936,0.78,0.11,3.77,2,0
937,0.5,0.14,3.85,2,1
938,0.64,0.18,3.58,0,0
939,0.75,0.08,4.61,1,0
940,1.0,0.1,4.97,1,0
941,0.27,0.18,3.38,4,1
942,0.12,0.56,2.95,3,0
943,0.4,0.5,2.99,4,1
944,0.5,0.25,2.51,2,0
945,1.0,0.09,4.65,1,1
946,0.6,0.1,2.67,2,0
947,0.42,0.33,3.26,3,1
948,0.93,0.07,5.0,0,0
949,0.77,0.0,4.41,2,0
950,0.57,0.14,4.49,2,0
951,0.0,0.43,3.18,3,0
952,0.5,0.17,3.61,4,0
953,0.83,0.17,3.54,0,1
954,0.86,0.07,4.34,2,0
955,0.62,0.25,3.19,3,1
956,0.75,0.0,5.0,1,0
957,0.62,0.23,3.46,2,0
958,0.71,0.07,4.91,0,0
959,0.6,0.27,3.28,1,0
960,0.43,0.29,3.24,4,0
961,0.32,0.37,2.52,4,1
962,0.56,0.28,3.48,4,1
963,0.5,0.33,3.24,4,0
964,0.33,0.42,3.58,4,0
965,0.5,0.07,3.3,0,0
966,0.75,0.1,3.83,2,0
967,0.93,0.0,4.96,0,0
968,0.61,0.33,2.81,4,1
969,0.75,0.0,4.61,2,0
970,0.83,0.08,4.7,1,0
971,0.33,0.17,3.35,2,0
972,0.74,0.05,5.0,0,0
973,0.73,0.0,3.92,0,0
974,0.83,0.08,4.78,0,0
975,0.82,0.06,4.98,2,1
976,0.57,0.21,2.67,1,0
977,0.8,0.1,3.63,2,0
978,0.45,0.36,4.17,3,1
979,0.36,0.18,3.94,4,1
980,0.83,0.08,3.45,2,1
981,0.78,0.0,5.0,0,0
982,0.29,0.29,2.48,3,1
983,0.33,0.25,3.43,2,0
984,0.62,0.31,4.45,1,0
985,0.75,0.12,4.93,1,0
986,0.83,0.0,4.53,0,0
987,0.08,0.33,2.82,2,0
988,1.0,0.0,5.0,0,0
989,0.08,0.46,2.52,3,1
990,0.3,0.25,4.11,2,1
991,0.58,0.08,4.56,1,1
992,0.43,0.36,3.77,5,1
993,0.12,0.5,2.57,2,1
994,0.67,0.0,4.13,0,0
995,0.93,0.0,4.59,0,0
996,0.85,0.0,3.38,2,1
997,0.17,0.17,4.22,2,1
998,0.73,0.0,3.84,0,0
999,0.77,0.0,4.36,0,0
1000,0.57,0.29,3.24,4,0
