UserID,profile,total_tasks,done_tasks,overdue_tasks,In_progress_tasks,leave_count,rating,Turnover
647,declining,7,4,1,3,3,3.22,1
648,pressured,16,10,3,6,0,4.04,1
649,declining,12,3,4,9,2,2.98,0
650,declining,10,5,3,5,1,2.95,1
651,high_risk,18,6,9,12,5,2.74,1
652,high_risk,14,2,3,12,3,2.79,0
653,stable,14,14,1,0,2,4.87,0
654,stable,17,17,1,0,2,3.8,0
655,declining,15,4,5,11,3,2.87,1
656,pressured,13,8,3,5,2,2.94,0
657,pressured,12,8,3,4,2,5.0,1
658,pressured,18,14,4,4,2,4.56,0
659,declining,16,10,3,6,3,4.12,1
660,pressured,11,6,0,5,2,3.74,0
661,stable,20,18,2,2,0,4.48,0
662,stable,19,18,0,1,0,4.46,0
663,declining,11,3,1,8,4,3.23,1
664,stable,15,11,1,4,0,4.76,1
665,declining,14,5,3,9,1,3.25,0
666,stable,13,11,1,2,2,4.11,0
667,pressured,9,5,0,4,1,4.45,1
668,stable,9,7,0,2,1,4.5,0
669,pressured,7,5,0,2,2,5.0,0
670,stable,15,15,1,0,0,4.07,0
671,declining,13,8,3,5,2,3.4,0
672,pressured,9,4,1,5,0,4.24,0
673,declining,13,8,5,5,2,3.55,1
674,pressured,19,13,4,6,1,3.91,0
675,stable,12,11,1,1,2,2.93,0
676,pressured,6,3,0,3,2,3.74,0
677,stable,8,8,0,0,2,5.0,0
678,declining,18,5,6,13,2,2.68,1
679,pressured,9,4,1,5,0,3.84,1
680,pressured,16,8,4,8,1,3.33,1
681,stable,8,8,0,0,0,4.27,0
682,pressured,18,11,0,7,0,4.18,1
683,pressured,14,8,0,6,2,4.42,0
684,stable,6,5,0,1,2,5.0,0
685,pressured,10,6,1,4,0,4.04,1
686,pressured,14,10,2,4,0,3.31,0
687,stable,20,17,0,3,0,5.0,0
688,high_risk,15,5,4,10,2,2.38,1
689,stable,19,14,1,5,0,3.21,1
690,pressured,11,9,2,2,2,3.53,0
691,high_risk,19,2,6,17,2,3.28,0
692,stable,7,5,0,2,0,5.0,0
693,declining,8,3,3,5,2,2.72,0
694,stable,19,19,1,0,0,4.08,0
695,high_risk,12,1,5,11,3,2.48,0
696,stable,8,7,0,1,2,4.65,0
697,high_risk,16,2,5,14,5,3.13,0
698,stable,6,5,0,1,2,4.05,0
699,stable,8,8,0,0,1,4.79,0
700,stable,16,14,1,2,1,4.41,0
701,declining,20,13,8,7,4,4.36,1
702,high_risk,11,3,5,8,4,3.6,1
703,pressured,7,5,1,2,0,5.0,0
704,declining,9,4,2,5,3,3.68,0
705,declining,20,12,3,8,4,3.56,0
706,stable,11,10,0,1,1,4.86,0
707,stable,20,19,0,1,1,4.41,1
708,pressured,6,4,1,2,2,4.78,0
709,pressured,11,8,0,3,2,5.0,0
710,stable,6,4,0,2,1,5.0,0
711,pressured,18,13,2,5,0,4.46,0
712,stable,7,5,0,2,2,5.0,0
713,high_risk,10,1,5,9,5,2.18,1
714,stable,14,12,1,2,1,4.35,0
715,stable,11,10,1,1,0,4.67,0
716,pressured,7,5,0,2,2,4.47,0
717,stable,9,9,0,0,1,4.65,0
718,declining,13,4,5,9,1,2.77,1
719,pressured,20,12,3,8,1,3.77,0
720,high_risk,13,2,3,11,5,3.97,0
721,stable,10,8,1,2,0,4.7,0
722,stable,6,5,0,1,0,4.22,0
723,stable,11,10,0,1,2,4.29,0
724,declining,8,2,2,6,2,2.43,0
725,declining,15,4,2,11,3,3.2,0
726,stable,8,7,0,1,0,4.79,1
727,stable,6,6,0,0,0,5.0,0
728,stable,17,12,1,5,1,3.99,1
729,declining,12,6,1,6,3,4.52,0
730,pressured,8,5,1,3,1,3.99,0
731,declining,14,7,2,7,2,3.62,0
732,stable,12,10,0,2,2,3.98,0
733,declining,9,2,3,7,4,3.18,1
734,pressured,11,8,1,3,0,3.82,0
735,stable,7,5,0,2,0,5.0,0
736,high_risk,14,1,7,13,3,2.53,0
737,declining,15,5,5,10,1,2.55,1
738,stable,17,12,1,5,2,4.05,0
739,stable,16,13,1,3,1,4.59,0
740,pressured,20,12,1,8,2,2.69,1
741,stable,11,8,0,3,1,4.07,1
742,pressured,19,10,3,9,0,3.62,1
743,pressured,15,10,0,5,0,3.26,1
744,declining,9,2,1,7,2,3.14,1
745,stable,9,7,0,2,2,4.84,1
746,stable,20,18,0,2,2,5.0,0
747,pressured,15,11,0,4,1,4.14,0
748,stable,17,12,1,5,2,4.52,0
749,declining,13,6,4,7,1,2.38,1
750,declining,6,1,0,5,2,4.18,1
751,pressured,12,9,1,3,2,4.44,0
752,declining,18,8,4,10,4,4.49,0
753,declining,17,10,2,7,4,3.97,0
754,declining,10,6,4,4,4,3.73,0
755,pressured,18,15,0,3,1,4.8,0
756,pressured,13,8,3,5,1,3.38,0
757,declining,11,7,4,4,4,3.32,0
758,pressured,12,8,1,4,2,3.67,0
759,pressured,10,7,2,3,2,4.26,0
760,stable,6,5,0,1,0,4.05,0
761,declining,15,8,4,7,3,3.6,1
762,declining,6,3,1,3,3,4.18,0
763,declining,18,6,3,12,1,3.68,0
764,declining,7,3,2,4,1,3.42,0
765,declining,14,5,5,9,2,3.27,1
766,stable,18,14,1,4,0,3.11,0
767,stable,10,10,1,0,1,3.36,1
768,pressured,17,10,1,7,1,4.08,0
769,pressured,15,12,3,3,1,3.28,0
770,stable,14,13,1,1,1,4.91,0
771,declining,15,5,2,10,3,3.27,0
772,declining,12,3,1,9,2,4.3,1
773,stable,8,8,0,0,1,5.0,0
774,high_risk,10,2,5,8,2,1.83,0
775,high_risk,20,6,12,14,2,3.07,1
776,declining,11,3,4,8,4,2.13,1
777,stable,10,8,1,2,1,3.84,0
778,pressured,17,10,2,7,1,3.21,0
779,stable,10,9,1,1,1,3.84,0
780,pressured,10,5,0,5,2,4.17,0
781,stable,7,7,0,0,1,5.0,0
782,declining,9,2,2,7,1,3.02,1
783,high_risk,12,5,7,7,5,2.54,0
784,high_risk,19,5,10,14,5,1.68,0
785,stable,17,15,1,2,0,2.97,0
786,stable,7,6,0,1,1,4.67,0
787,declining,19,7,3,12,2,2.99,0
788,high_risk,15,3,3,12,4,2.47,0
789,pressured,8,5,1,3,2,4.8,0
790,declining,8,2,1,6,1,3.96,1
791,stable,12,10,0,2,1,5.0,0
792,stable,17,15,0,2,1,3.71,0
793,pressured,16,10,2,6,1,5.0,0
794,pressured,12,7,0,5,2,4.78,0
795,declining,8,4,2,4,3,3.7,0
796,high_risk,9,3,3,6,5,3.42,0
797,high_risk,7,2,4,5,2,2.96,1
798,stable,12,12,1,0,0,4.86,0
799,declining,8,3,1,5,2,3.64,0
800,stable,14,13,0,1,2,3.9,0
801,high_risk,15,1,7,14,4,2.41,0
802,stable,13,9,1,4,0,4.77,0
803,stable,14,10,0,4,1,4.31,0
804,stable,9,7,0,2,0,3.8,1
805,pressured,16,8,3,8,1,3.71,0
806,pressured,17,14,3,3,1,3.18,0
807,stable,7,7,0,0,1,5.0,0
808,pressured,14,11,1,3,0,5.0,0
809,stable,10,10,0,0,2,3.92,0
810,declining,8,4,3,4,2,2.91,1
811,pressured,6,5,0,1,1,5.0,0
812,stable,16,12,0,4,0,4.14,1
813,stable,9,9,0,0,0,4.95,0
814,high_risk,17,2,4,15,3,2.09,0
815,pressured,20,14,1,6,2,4.21,0
816,stable,9,6,0,3,0,4.19,0
817,stable,16,15,1,1,1,5.0,0
818,pressured,20,16,2,4,2,5.0,0
819,stable,14,12,0,2,1,4.74,0
820,declining,12,6,4,6,1,2.8,0
821,stable,20,18,0,2,1,4.9,1
822,declining,15,9,5,6,4,3.17,0
823,pressured,17,10,0,7,2,4.88,0
824,declining,11,4,2,7,1,4.07,0
825,declining,19,10,3,9,1,2.88,1
826,stable,17,16,1,1,0,4.47,0
827,stable,12,12,0,0,1,5.0,1
828,stable,11,11,1,0,2,5.0,0
829,stable,11,10,0,1,0,4.96,0
830,declining,13,3,3,10,1,3.41,1
831,pressured,9,7,2,2,2,3.56,0
832,pressured,13,11,3,2,2,4.73,0
833,declining,17,9,3,8,1,2.96,1
834,stable,15,13,1,2,2,3.29,1
835,declining,8,5,3,3,3,2.4,0
836,declining,7,3,2,4,1,3.1,0
837,pressured,11,6,2,5,2,2.86,0
838,pressured,6,3,1,3,0,4.26,0
839,declining,10,5,2,5,2,2.51,1
840,high_risk,12,1,5,11,3,2.59,0
841,pressured,16,12,3,4,0,4.28,0
842,declining,15,5,6,10,3,2.65,1
843,declining,20,13,4,7,4,4.07,1
844,stable,9,7,0,2,2,4.15,0
845,declining,11,4,3,7,3,3.02,0
846,stable,20,16,2,4,0,3.46,0
847,stable,6,4,0,2,2,3.98,0
848,declining,15,8,2,7,2,3.79,0
849,high_risk,7,3,4,4,3,2.68,0
850,declining,15,8,6,7,1,3.62,0
851,stable,10,8,0,2,2,4.76,0
852,pressured,7,4,0,3,1,3.73,0
853,stable,14,12,1,2,0,3.63,1
854,declining,13,6,2,7,2,3.82,0
855,pressured,20,16,2,4,1,3.54,1
856,stable,12,9,1,3,0,4.46,0
857,pressured,19,14,0,5,0,5.0,1
858,declining,16,7,5,9,4,2.31,0
859,stable,9,6,0,3,2,3.64,0
860,stable,15,14,0,1,1,5.0,0
861,stable,10,8,1,2,1,4.94,0
862,high_risk,9,0,2,9,2,3.19,0
863,high_risk,14,3,8,11,4,2.16,1
864,stable,20,16,2,4,2,3.91,0
865,stable,14,11,0,3,0,4.0,0
866,high_risk,7,1,3,6,2,3.3,1
867,stable,8,8,0,0,0,5.0,0
868,pressured,9,7,0,2,0,4.63,0
869,declining,9,2,3,7,1,4.41,1
870,pressured,18,12,4,6,0,5.0,0
871,stable,7,6,0,1,0,3.82,0
872,stable,18,18,1,0,0,4.31,0
873,stable,20,20,0,0,0,5.0,0
874,high_risk,7,2,1,5,4,3.24,0
875,pressured,18,15,3,3,2,3.69,0
876,high_risk,15,1,3,14,2,3.1,1
877,stable,18,17,1,1,1,3.8,0
878,stable,7,5,0,2,0,3.72,0
879,declining,8,3,2,5,2,3.22,0
880,stable,9,8,0,1,1,4.89,0
881,stable,7,5,0,2,1,4.42,0
882,declining,15,4,6,11,2,2.82,1
883,pressured,9,4,2,5,0,3.76,0
884,stable,18,18,0,0,1,4.25,1
885,high_risk,20,2,6,18,2,2.2,1
886,stable,14,14,1,0,2,4.66,0
887,declining,9,3,3,6,3,2.95,0
888,pressured,16,12,3,4,1,4.1,0
889,high_risk,9,0,4,9,2,2.61,1
890,pressured,7,4,0,3,2,4.24,0
891,high_risk,6,2,3,4,4,1.99,1
892,declining,15,8,6,7,4,3.55,0
893,pressured,7,3,1,4,1,2.45,0
894,declining,11,4,4,7,2,1.42,0
895,stable,12,10,0,2,1,4.4,0
896,declining,11,5,3,6,4,3.81,1
897,declining,14,5,2,9,3,3.21,1
898,declining,7,4,2,3,3,3.3,1
899,declining,6,3,2,3,2,2.63,0
900,declining,20,10,4,10,4,4.09,1
901,stable,13,11,1,2,2,3.79,0
902,pressured,15,8,2,7,1,4.23,1
903,stable,13,10,1,3,2,4.12,1
904,declining,6,1,2,5,2,3.05,1
905,declining,14,4,2,10,3,3.37,0
906,high_risk,20,4,12,16,3,2.75,0
907,declining,13,8,5,5,1,2.27,0
908,pressured,8,6,2,2,2,4.58,0
909,stable,7,7,0,0,0,3.58,0
910,declining,7,2,2,5,2,4.42,0
911,declining,8,2,1,6,3,2.77,0
912,stable,11,10,0,1,0,4.88,0
913,high_risk,20,6,12,14,5,2.22,1
914,stable,17,16,0,1,1,4.94,0
915,stable,13,12,0,1,1,4.7,0
916,declining,6,3,0,3,2,3.97,0
917,declining,7,4,2,3,2,2.98,0
918,pressured,6,3,0,3,0,3.97,0
919,pressured,18,12,2,6,0,2.11,0
920,declining,7,2,1,5,4,2.95,0
921,stable,8,6,0,2,1,3.99,0
922,stable,15,15,0,0,1,4.61,1
923,stable,15,14,0,1,0,3.98,0
924,pressured,16,11,0,5,1,5.0,1
925,stable,9,7,0,2,2,4.92,0
926,stable,15,11,1,4,1,3.12,0
927,declining,13,5,5,8,2,3.19,1
928,stable,20,20,2,0,0,3.56,1
929,stable,10,8,0,2,2,4.27,0
930,high_risk,20,2,12,18,4,2.34,1
931,stable,20,17,0,3,0,4.72,1
932,stable,9,7,0,2,1,5.0,0
933,pressured,17,10,2,7,0,4.14,0
934,pressured,14,9,2,5,2,3.69,0
935,declining,13,6,3,7,3,3.92,0
936,pressured,9,7,1,2,2,3.77,0
937,pressured,14,7,2,7,2,3.85,1
938,pressured,11,7,2,4,0,3.58,0
939,pressured,12,9,1,3,1,4.61,0
940,stable,10,10,1,0,1,4.97,0
941,declining,11,3,2,8,4,3.38,1
942,high_risk,16,2,9,14,3,2.95,0
943,high_risk,10,4,5,6,4,2.99,1
944,declining,12,6,3,6,2,2.51,0
945,stable,11,11,1,0,1,4.65,1
946,pressured,20,12,2,8,2,2.67,0
947,high_risk,12,5,4,7,3,3.26,1
948,stable,14,13,1,1,0,5.0,0
949,stable,13,10,0,3,2,4.41,0
950,pressured,7,4,1,3,2,4.49,0
951,high_risk,7,0,3,7,3,3.18,0
952,declining,6,3,1,3,4,3.61,0
953,pressured,6,5,1,1,0,3.54,1
954,stable,14,12,1,2,2,4.34,0
955,declining,8,5,2,3,3,3.19,1
956,stable,8,6,0,2,1,5.0,0
957,pressured,13,8,3,5,2,3.46,0
958,stable,14,10,1,4,0,4.91,0
959,declining,15,9,4,6,1,3.28,0
960,declining,14,6,4,8,4,3.24,0
961,high_risk,19,6,7,13,4,2.52,1
962,declining,18,10,5,8,4,3.48,1
963,declining,12,6,4,6,4,3.24,0
964,high_risk,12,4,5,8,4,3.58,0
965,pressured,14,7,1,7,0,3.3,0
966,pressured,20,15,2,5,2,3.83,0
967,stable,15,14,0,1,0,4.96,0
968,declining,18,11,6,7,4,2.81,1
969,stable,16,12,0,4,2,4.61,0
970,stable,12,10,1,2,1,4.7,0
971,declining,6,2,1,4,2,3.35,0
972,pressured,19,14,1,5,0,5.0,0
973,stable,11,8,0,3,0,3.92,0
974,stable,12,10,1,2,0,4.78,0
975,stable,17,14,1,3,2,4.98,1
976,pressured,14,8,3,6,1,2.67,0
977,pressured,10,8,1,2,2,3.63,0
978,declining,11,5,4,6,3,4.17,1
979,high_risk,11,4,2,7,4,3.94,1
980,stable,12,10,1,2,2,3.45,1
981,stable,9,7,0,2,0,5.0,0
982,declining,7,2,2,5,3,2.48,1
983,declining,12,4,3,8,2,3.43,0
984,declining,13,8,4,5,1,4.45,0
985,pressured,8,6,1,2,1,4.93,0
986,stable,12,10,0,2,0,4.53,0
987,high_risk,12,1,4,11,2,2.82,0
988,stable,8,8,0,0,0,5.0,0
989,high_risk,13,1,6,12,3,2.52,1
990,declining,20,6,5,14,2,4.11,1
991,declining,12,7,1,5,1,4.56,1
992,high_risk,14,6,5,8,5,3.77,1
993,high_risk,8,1,4,7,2,2.57,1
994,pressured,18,12,0,6,0,4.13,0
995,stable,15,14,0,1,0,4.59,0
996,stable,20,17,0,3,2,3.38,1
997,high_risk,6,1,1,5,2,4.22,1
998,stable,11,8,0,3,0,3.84,0
999,pressured,13,10,0,3,0,4.36,0
1000,declining,7,4,2,3,4,3.24,0
